task,measure,ce,bacc,auc,logloss,mcc,alpha,lambda
ilpd,mcc,0.26218585622443,0.596106399877024,0.753399988043998,0.504827590952989,0.26508000901904,0.792633254779503,-6.58903798514379
jannis,auc,0.356024516518473,0.462506908715542,0.790469484251772,0.829102122025395,0.427763621907015,0.00155726564116776,-9.20629586306223
jannis,bacc,0.355988702755063,0.462257567380936,0.78907914340183,0.829386395390804,0.427712322566314,0.41140913660638,-8.60390613036278
jannis,ce,0.356024517944691,0.462515185796146,0.79045775800661,0.829103830866299,0.427764398489378,0.00488290982320905,-9.19708159254912
jannis,logloss,0.356155885470235,0.462390922038861,0.790414269420858,0.829098929343051,0.427549866820945,0.0654052633326501,-9.20909230666942
jannis,mcc,0.355928994133138,0.462282216293177,0.789055930963378,0.829400518447301,0.42780829535724,0.382949709426612,-8.57188627870689
jasmine,auc,0.21281228255258,0.787208053691275,0.85446874765401,0.44154157176188,0.583845935689061,0.964911189163104,-5.80148503752208
jasmine,bacc,0.21046328926399,0.789559284116331,0.853587706259478,0.440753542195616,0.590103110095382,0.935104185715318,-5.3231710371392
jasmine,ce,0.210127718794191,0.789885906040268,0.85330843955978,0.44977778594535,0.587260155729924,0.146086326334625,-6.04703166081991
jasmine,logloss,0.21280891562479,0.787203579418345,0.853697401017972,0.439798873332797,0.585698426790187,0.995867740828544,-4.92268992059377
jasmine,mcc,0.213152342259433,0.786859060402685,0.839307238412684,0.48568930336851,0.601923418443667,0.429020111681893,-2.03305702686056
jm1,auc,0.1930179130881,0.501184834123223,0.716364381635745,0.483373560361911,0.0230893550796918,0.618909247918055,-2.08861808303006
jm1,bacc,0.187414840247394,0.546705241393855,0.713140712470293,0.446630404979433,0.193937447964888,0.113420834066346,-9.14001075816978
jm1,ce,0.187047446389024,0.544581822551172,0.713017877885646,0.446858382950017,0.190856935273566,0.166778095532209,-6.66501453058029
jm1,logloss,0.187782318505915,0.545576226465382,0.714089172656126,0.446250348476849,0.190401251069582,0.804935979889706,-9.10318525956924
jm1,mcc,0.187139273753579,0.546153815460338,0.713266013058756,0.446623088793657,0.193599067625531,0.977161170681939,-8.43927039214812
jungle_chess_2pcs_raw_endgame_complete,auc,0.323099424900873,0.508875025293779,0.796917240737185,0.725327906107004,0.410831777366575,0.448945585405454,-8.14883861851298
jungle_chess_2pcs_raw_endgame_complete,bacc,0.31990881027644,0.509617865903413,0.796495605635833,0.725466091495472,0.415034865291516,0.833969325991347,-5.81537175893391
jungle_chess_2pcs_raw_endgame_complete,ce,0.316450403264475,0.497140643937727,0.795494760222833,0.73186813444481,0.416808169182049,0.204568865709007,-3.41407019382577
jungle_chess_2pcs_raw_endgame_complete,logloss,0.32258625615557,0.508308562992537,0.796758169262263,0.725298932104203,0.411339890022767,0.999290214385837,-7.2930641967434
jungle_chess_2pcs_raw_endgame_complete,mcc,0.317610719104442,0.505305659050912,0.796501444301472,0.726544632272711,0.417262389536275,0.0738293090835214,-4.2408522634
kc1,auc,0.143676371022343,0.59141084932084,0.800384931204265,0.349514560210772,0.290846298193899,0.872070633806288,-8.17302504498524
kc1,bacc,0.139406454524938,0.59768904560957,0.799643678206014,0.350031262271206,0.316234351780775,0.850272164060734,-6.1098246783064
kc1,ce,0.138460844053261,0.594448680674043,0.798207851972427,0.349668285272223,0.315534320600841,0.0164404429960996,-4.57021822427329
kc1,logloss,0.141304445948996,0.592815343702863,0.799301509540195,0.348795952715729,0.301471964717235,0.00761199090629816,-6.01508538951447
kc1,mcc,0.139406454524938,0.59768904560957,0.799921816003865,0.349242762295171,0.316113350985281,0.76663218671456,-6.41939460142153
kc2,auc,0.153120464441219,0.682538274733397,0.854526977087953,0.373280030713879,0.468809556846338,0.998005309840664,-5.18623010478589
kc2,bacc,0.155079825834543,0.687999683243586,0.844146341463415,0.384373478204045,0.470883810451341,0.0780404007760808,-5.89391182782566
kc2,ce,0.151197387518142,0.680431844578186,0.850311477140745,0.373048069684146,0.475104080337182,0.999422492519952,-4.16681811072016
kc2,logloss,0.151197387518142,0.680431844578186,0.849613557174533,0.373024915564106,0.475104080337182,0.999864097917452,-4.10697224960789
kc2,mcc,0.155079825834543,0.687999683243586,0.84580192165558,0.387077107988406,0.470883810451341,0.324143382720649,-6.54668679350878
kr-vs-kp,auc,0.0284757053291536,0.971536918888546,0.995627200843442,0.08624887161781,0.943212118521509,0.98972360836342,-9.19227360386564
kr-vs-kp,bacc,0.0281632053291536,0.971836320086151,0.995552644633024,0.086064618858798,0.943846436385392,0.926906180102378,-8.91654055601463
kr-vs-kp,ce,0.0281632053291536,0.971836320086151,0.995548705143582,0.0860693164261698,0.943846436385392,0.9126377038192,-8.9011106287145
kr-vs-kp,logloss,0.0287891849529781,0.971207971520125,0.995501573041019,0.0858514199060168,0.942600166297168,0.999997545499355,-8.44210429928767
kr-vs-kp,mcc,0.0281632053291536,0.971836320086151,0.995544769997226,0.0861120837707425,0.943846436385392,0.888225683709607,-8.97985116794871
madelon,auc,0.384230769230769,0.615769230769231,0.641573964497041,0.665743182733734,0.232174922880583,0.494671415537596,-3.00170408365508
madelon,bacc,0.379230769230769,0.620769230769231,0.639136094674556,0.666883236976626,0.242005964288925,0.933523303363472,-3.44021981661641
madelon,ce,0.38,0.62,0.639550295857988,0.666916349629171,0.240456671827661,0.777326604817063,-3.26250289370258
madelon,logloss,0.386923076923077,0.613076923076923,0.639970414201183,0.664719882420144,0.226765147709394,0.843600341817364,-3.69802855213565
madelon,mcc,0.379615384615385,0.620384615384615,0.635210059171598,0.67601171928049,0.241381972179052,0.19332481152378,-1.42451058400131
mfeat-factors,auc,0.0815,0.9185,0.998311111111111,0.910180505420774,0.910092982118384,0.050432899268344,-0.480372358791246
mfeat-factors,bacc,0.083,0.917,0.998011111111111,0.960691943197109,0.908380731808419,0.162848751759157,-1.24831780281992
mfeat-factors,ce,0.0865,0.9135,0.997683333333333,0.994101242930135,0.904596469679555,0.391071673249826,-1.89945806890581
mfeat-factors,logloss,0.084,0.916,0.998061111111111,0.950926120824737,0.9072415523062,0.122845370555297,-1.04691259189176
mfeat-factors,mcc,0.09,0.91,0.997527777777778,1.00445804480694,0.900787610140214,0.504559367662296,-2.09335470014604
mfeat-fourier,auc,0.2045,0.7955,0.982338888888889,0.964346793484373,0.773880098956166,0.106419694842771,-2.08877441339694
mfeat-fourier,bacc,0.2105,0.7895,0.98195,0.991279146446707,0.767420613884387,0.184061729116365,-2.26928790429603
mfeat-fourier,ce,0.2005,0.7995,0.982188888888889,0.964594963537287,0.778312929522044,0.0937532247044146,-2.03933301987806
mfeat-fourier,logloss,0.2045,0.7955,0.982211111111111,0.958970398609005,0.773921780408998,0.0727733445819467,-1.96488736261205
mfeat-fourier,mcc,0.201,0.799,0.982177777777778,0.968319406142486,0.77777905833049,0.0924665175843984,-2.02393464171864
mfeat-karhunen,auc,0.071,0.929,0.998427777777778,0.769933964913825,0.921445255455186,0.0228292534593493,-1.57046772980293
mfeat-karhunen,bacc,0.0705,0.9295,0.998438888888889,0.782395126356334,0.921985022132509,0.0311192511580884,-1.59669622115644
mfeat-karhunen,ce,0.07,0.93,0.998416666666667,0.767934728772505,0.922541502945294,0.0197287569753826,-1.55313616475111
mfeat-karhunen,logloss,0.107,0.893,0.996538888888889,0.99290614950666,0.881697210579755,0.550961769651622,-2.5715535393031
mfeat-karhunen,mcc,0.0705,0.9295,0.998416666666667,0.769194919865154,0.921997920778265,0.0196389826014638,-1.54922449161557
mfeat-morphological,auc,0.3235,0.6765,0.969216666666667,1.40010066422279,0.649358593429164,0.906156414421275,-2.91131923522712
mfeat-morphological,bacc,0.301,0.699,0.968761111111111,1.31106172752634,0.674203731338243,0.474634629208595,-2.86062401641019
mfeat-morphological,ce,0.299,0.701,0.968094444444444,1.30194679734209,0.672735436096892,0.239700511330739,-2.68895989221229
mfeat-morphological,logloss,0.3045,0.6955,0.968305555555555,1.30994277672232,0.67012390874197,0.413701582932845,-2.81924855786505
mfeat-morphological,mcc,0.301,0.699,0.968327777777778,1.31227372824259,0.674228278158053,0.469893655041233,-2.85463662769221
mfeat-pixel,auc,0.0545,0.9455,0.999044444444444,0.761274529402989,0.939769627842012,0.00500343809835613,0.111262668135526
mfeat-pixel,bacc,0.1535,0.8465,0.994288888888889,1.14179481820511,0.831102729211135,0.741464184131473,-2.47958446166835
mfeat-pixel,ce,0.068,0.932,0.998472222222222,0.913350003430882,0.924924375397966,0.0674974292051047,-0.791638694299105
mfeat-pixel,logloss,0.0745,0.9255,0.998288888888889,0.931900667685,0.917737612205381,0.0896646743640304,-0.970435561969592
mfeat-pixel,mcc,0.1675,0.8325,0.993577777777778,1.16692697115803,0.815733396705311,0.824678585166112,-2.54495562363817
mfeat-zernike,auc,0.234,0.766,0.978705555555556,1.01793607110679,0.741496788491917,0.193431256571785,-2.30928086628559
mfeat-zernike,bacc,0.2375,0.7625,0.978077777777778,1.0559620554593,0.7378578219519,0.284269015071914,-2.45007507412628
mfeat-zernike,ce,0.233,0.767,0.978666666666667,1.01914042359536,0.74263898800837,0.195544733433053,-2.31242120238872
mfeat-zernike,logloss,0.2385,0.7615,0.978016666666667,1.05665367307824,0.73674932459853,0.322434122674167,-2.52691241444958
mfeat-zernike,mcc,0.2305,0.7695,0.979188888888889,0.955039349447983,0.745262668746593,0.0560517434496433,-1.96491479012086
mnist_784,logloss,0.219228571428571,0.775585988883494,0.985353535602859,1.11225386267469,0.757294191524648,0.456944906618446,-2.5531179087269
nomao,auc,0.0514143616771403,0.935388906806011,0.987576575618072,0.127997836586973,0.873690029925437,0.0101362660061568,-9.20202457432718
nomao,bacc,0.0511532482340579,0.935754452997101,0.987569358744706,0.128023600260545,0.874345379363432,0.142979760887101,-9.16598195847503
nomao,ce,0.051153256652727,0.935693495951891,0.987552154916032,0.12811741098864,0.874331302673342,0.198185999877751,-9.04677562758606
nomao,logloss,0.0512112781206702,0.935652878567651,0.987575545951956,0.1279878934589,0.874193996116766,0.153386254096404,-9.20973055487839
nomao,mcc,0.0511532482340579,0.935723948681091,0.987568823222438,0.12803011086816,0.874340541650024,0.177426262991503,-9.15349553683833
numerai28.6,auc,0.478498754152824,0.52059535889861,0.530372440992766,0.691644588078226,0.0418401886204112,0.0051550823263824,-6.42792774760283
numerai28.6,bacc,0.477263289036545,0.521746085051429,0.530140410643303,0.691638628436549,0.0443182837641233,0.0143515311647207,-4.33991315983351
numerai28.6,ce,0.477896594684385,0.5211368561045,0.530249214071852,0.691628630799995,0.0430372111716381,0.0972199707757682,-5.67045723160136
numerai28.6,logloss,0.477990033222591,0.521043092457141,0.530246601052864,0.691625271785625,0.0428459649980454,0.946983970701694,-7.6642838541286
numerai28.6,mcc,0.477294435215947,0.521711149707118,0.53011161540869,0.691644699505896,0.0442541866879356,0.00276878639124334,-4.00895434906654
optdigits,auc,0.0825622775800712,0.917447537338644,0.998293366536217,0.911515898288788,0.908644250938366,0.221580980112776,-2.01409771314426
optdigits,bacc,0.0665480427046263,0.933486645689459,0.998433330193846,0.739953577715976,0.926253805258908,0.0176117529626936,-1.43392357635857
optdigits,ce,0.0669039145907473,0.933122895404656,0.998417999528051,0.736174840234871,0.925858134135474,0.0132886322680861,-1.40906416588471
optdigits,logloss,0.104092526690391,0.895855216018102,0.99767697273572,0.962783892247274,0.884988772233626,0.404921989887953,-2.32462848103699
optdigits,mcc,0.0667259786476868,0.933304491636615,0.998396300594616,0.734471622662794,0.926056625462946,0.00802340195514262,-1.36927579295306
ozone-level-8hr,auc,0.0584108804581246,0.648248191681736,0.917663457788179,0.149979666867192,0.388978898435559,0.981943654827774,-7.87883106634311
ozone-level-8hr,bacc,0.0580156235411285,0.648459162145871,0.917137693685069,0.150645301775962,0.39183806935487,0.920524301473051,-8.16444713127666
ozone-level-8hr,ce,0.0548566804643491,0.647229350601,0.915947660709854,0.148857790286804,0.409495105907358,0.0283941368106753,-6.48720433269201
ozone-level-8hr,logloss,0.0564345958731443,0.623070573165975,0.916077411977449,0.147633172003553,0.371015042476581,0.000131236854940653,-5.50592033964089
ozone-level-8hr,mcc,0.0556456381687467,0.646809182533773,0.916579242456476,0.148987779323785,0.40500166960651,0.832092412980273,-7.19526523591586
pc1,auc,0.0703276003276003,0.554083537821402,0.83509948789075,0.224934161405002,0.198989018788239,0.218016267521307,-6.49684071235129
pc1,bacc,0.151408681408681,0.606446041822255,0.660200176037555,2.90618089001227,0.215763961265833,0.100383965298533,-8.87314718337826
pc1,ce,0.0676167076167076,0.550668142537075,0.764819161421103,0.669044033724205,0.18235224281196,0.0305860322201625,-6.45304041309948
pc1,logloss,0.0676248976248976,0.555539848501014,0.83164275045343,0.221610464234239,0.217507238682767,0.805459641385824,-5.87616509598263
pc1,mcc,0.0676248976248976,0.555539848501014,0.832939026992425,0.222311584187607,0.217507238682767,0.221097022062168,-5.54162246409397
pc3,auc,0.101077902988731,0.578244680851064,0.826727773556231,0.267356385386639,0.266230283881839,0.998845261754468,-8.97762137796025
pc3,bacc,0.120300506287767,0.589673252279635,0.810130762411348,1.26575267783365,0.265896338903491,0.83402569568716,-8.30566366699737
pc3,ce,0.0997917687408133,0.570652862208713,0.820219414893617,0.277612545876759,0.264084416898271,0.667276748921722,-8.12693567475518
pc3,logloss,0.101077902988731,0.578244680851064,0.826059397163121,0.267278907968181,0.266230283881839,0.99771223240532,-9.08089070931464
pc3,mcc,0.0997958517066797,0.57342071935157,0.820530331813577,0.27504864376039,0.268667135514203,0.335280910599977,-8.41872615871231
pc4,auc,0.0877798771846953,0.703405841503268,0.917782373366013,0.221960455544415,0.52322348978568,0.9990426634904,-7.88020745550658
pc4,bacc,0.0995276334435522,0.736430249183007,0.90632404003268,1.03643197638638,0.542479488539029,0.8994525000453,-8.65766454514625
pc4,ce,0.0843552196504487,0.724619587418301,0.916740706699346,0.224034199954337,0.549085376747165,0.960314522963017,-8.61261694847216
pc4,logloss,0.089149740198394,0.70023743872549,0.917435151143791,0.22198608895904,0.513726275313015,0.991806179052219,-7.83227696817797
pc4,mcc,0.0843552196504487,0.724619587418301,0.916738153594771,0.22452360113806,0.549085376747165,0.903293422423303,-8.78993224602123
pendigits,auc,0.15329233187195,0.846131947999614,0.99226804368073,0.982321997319167,0.830988133100502,0.073986830888316,-2.22452969250107
pendigits,bacc,0.155021010836297,0.844373199199804,0.992087534024073,0.999613770496403,0.829134140856418,0.122641449328512,-2.30443919258973
pendigits,ce,0.153019356439739,0.846403658860029,0.992227471890803,0.987021311181523,0.831314033698732,0.0850539947859943,-2.24186830850276
pendigits,logloss,0.153201919100008,0.846224897765332,0.992438098639693,0.96236697596555,0.831018013653689,0.00384274870157242,-2.06676438869896
pendigits,mcc,0.153201174621557,0.846229118736135,0.992210430298495,0.989372730781749,0.831125358899957,0.0948241716250777,-2.26121761180096
phoneme,auc,0.276088176901486,0.574641533461491,0.813456452914882,0.495702977628167,0.21859869455817,0.0661181083414704,-1.93520924120733
phoneme,bacc,0.250371054973643,0.666328318383442,0.812777607868591,0.471742825651427,0.359895350622953,0.6535484179575,-8.08451007578422
phoneme,ce,0.250371054973643,0.666328318383442,0.812790760131659,0.471742622946298,0.359895350622953,0.524021973013878,-8.25754380204877
phoneme,logloss,0.251111111111111,0.665066476173427,0.812813986332398,0.47173557475531,0.357546186255652,1.38944014906883e-05,-6.58261575782754
phoneme,mcc,0.250371054973643,0.666328318383442,0.812787460435301,0.471741080373753,0.359895350622953,0.183634731415659,-7.93538850124693
qsar-biodeg,auc,0.129856244384546,0.852446514837819,0.926888708140261,0.331642681648004,0.710232855735625,0.0479099992662668,-5.89305281145948
qsar-biodeg,bacc,0.123234501347709,0.859520358868185,0.925559351276742,0.332364529687542,0.725572164037903,0.444324938580394,-6.15245843701521
qsar-biodeg,ce,0.123234501347709,0.859520358868185,0.925600742712544,0.332388415403257,0.725572164037903,0.447956937830895,-6.16687579387236
qsar-biodeg,logloss,0.129856244384546,0.852446514837819,0.926570097604259,0.33159231275155,0.710232855735625,0.000209121033549309,-5.87220403617563
qsar-biodeg,mcc,0.123234501347709,0.859520358868185,0.925600167603273,0.332376675882235,0.725572164037903,0.442644217051566,-6.16461740121676
satimage,auc,0.143545878693624,0.809483442024119,0.981291678049348,0.357626477073584,0.822846413321616,0.481733856722713,-8.10490041846466
satimage,bacc,0.142301710730949,0.811475009913952,0.98123505737937,0.358770703696025,0.824432959343096,0.97358925640583,-8.25310125886515
satimage,ce,0.142301710730949,0.811319392111276,0.981244193667518,0.358786349280985,0.824434896222674,0.973205393180251,-8.23759079890936
satimage,logloss,0.14447900466563,0.807815882092882,0.981268605349566,0.35741889188814,0.821711763636099,0.301071922294796,-8.0459325526111
satimage,mcc,0.142457231726283,0.811084650327238,0.981245519549138,0.358791573437572,0.824236700656602,0.977896736934781,-8.23360247886061
segment,auc,0.154978354978355,0.845021645021645,0.982382264200446,0.49650825647116,0.820375923875768,0.643862071912736,-4.88645837445379
segment,bacc,0.154112554112554,0.845887445887446,0.982189864008046,0.493856278038148,0.821519381057084,0.752230022801086,-4.90515247552545
segment,ce,0.154112554112554,0.845887445887446,0.982202982202982,0.492863064818976,0.821519381057084,0.753865795442835,-4.91482817152144
segment,logloss,0.158441558441558,0.841558441558442,0.981778827233373,0.479845428278235,0.816518662081667,0.989360284758732,-4.98780944428414
segment,mcc,0.154112554112554,0.845887445887446,0.982198609471337,0.493247977927043,0.821519381057084,0.749686908442527,-4.91143069019262
semeion,auc,0.170106132075472,0.829075980392157,0.992743990559187,1.01647774059537,0.811800235224337,0.205485413316637,-2.0050554918127
semeion,bacc,0.126167452830189,0.873497549019608,0.995716401143791,0.908056220191296,0.860428647185127,0.0513548636808991,-1.16394906157735
semeion,ce,0.109237421383648,0.890419117647059,0.996657169117647,0.829590941067272,0.879161371633598,0.0106560820713639,-0.635511355318779
semeion,logloss,0.241006289308176,0.758014705882353,0.983817247639797,1.16246954033533,0.733497856541046,0.775038720807061,-2.98150810881434
semeion,mcc,0.146875,0.852539215686275,0.994510845588235,0.968226689779728,0.837445889457019,0.111789147602394,-1.59674079997217
shuttle,auc,0.0908793103448276,0.347808592676722,0.840292276966805,0.275951895110329,0.731910146091318,9.56302974373102e-05,-2.52073075147567
shuttle,bacc,0.0908620689655172,0.347852279876372,0.804389914051909,0.276908547600357,0.731996007605264,0.0518039271701127,-2.58478447519815
shuttle,ce,0.0908620689655172,0.347852279876372,0.803873189559553,0.276618812077317,0.731996007605264,0.0536544539500028,-2.59091274995787
shuttle,logloss,0.0910172413793103,0.347735471447363,0.797949551301105,0.277169953931574,0.731516289380967,0.0629016861785203,-2.59655501526591
shuttle,mcc,0.0908793103448276,0.34786388236229,0.802809386468737,0.277037962195324,0.731952895863549,0.055787828983739,-2.58859163644398
sick,auc,0.0604458759631173,0.516594509948416,0.951935695685618,0.139573457005001,0.139158611399448,0.353353396290913,-3.59219297095873
sick,bacc,0.0334056109918179,0.786212323684183,0.948508729442075,0.112084980024154,0.672331213071027,0.00108518567867577,-9.022584650592
sick,ce,0.0490463559429077,0.646298513878654,0.946531873217525,0.118517080146061,0.452936564688521,0.994505318580195,-4.83986889716118
sick,logloss,0.0490463559429077,0.642233173667404,0.953279253635298,0.116134126874333,0.449117124572173,0.968126664636657,-4.83627201205327
sick,mcc,0.0490463559429077,0.646298513878654,0.946858770324394,0.118310952210299,0.452882236182775,0.984941849950701,-4.83524519817686
spambase,auc,0.0706347260209375,0.922512825245414,0.97250987058399,0.233378585264436,0.851680055353489,0.998356600990519,-8.48323607974984
spambase,bacc,0.0693303781948505,0.923976220560172,0.972383289527414,0.234089469744929,0.854439838112825,0.986489184899256,-8.73673283346074
spambase,ce,0.0693303781948505,0.923976220560172,0.97238921227467,0.23410827261632,0.854439838112825,0.987353042000905,-8.74655788607391
spambase,logloss,0.0728081674997642,0.92004907827534,0.972248821024222,0.232049440905877,0.847078474807623,0.999939847970381,-7.50702565687214
spambase,mcc,0.0693303781948505,0.923976220560172,0.972387250001879,0.234103552919084,0.854439838112825,0.985896122874692,-8.74599349699384
splice,auc,0.0426332288401254,0.957043128083077,0.996123674138666,0.16216208597131,0.931570330853992,0.718849419848993,-4.22418053687448
splice,bacc,0.0382445141065831,0.961482704570847,0.995822881142059,0.129883699339377,0.938541570982627,0.974418657133356,-5.36502309100283
splice,ce,0.0360501567398119,0.961255905371315,0.99565294885412,0.247765508353108,0.941694039593161,0.0363549333997071,-1.64420617765369
splice,logloss,0.0385579937304075,0.960123849236088,0.995634944550463,0.124569512134581,0.937912474961342,0.977006978355348,-5.91728677179886
splice,mcc,0.0366771159874608,0.96085551593478,0.995679138007083,0.265085494006488,0.940697309735675,0.0436357846483588,-1.53075775365526
steel-plates-fault,auc,0.309138250066085,0.600202033347498,0.94731156968527,0.846569419494669,0.596219202108347,0.0332280769944191,-3.59420742819741
steel-plates-fault,bacc,0.308104678826328,0.600637630089065,0.946701178428526,0.851975521972003,0.59756358809908,0.0438217094633728,-3.54440288931519
steel-plates-fault,ce,0.314282315622522,0.587817526762219,0.940873088031933,0.871163649027174,0.58882448382617,0.448546919971705,-3.95924812461505
steel-plates-fault,logloss,0.312225746761829,0.591643152879486,0.944719413418648,0.856859894646003,0.591818259551998,0.25506367883645,-3.84667264595415
steel-plates-fault,mcc,0.308104678826328,0.600418139307678,0.946812343374848,0.85031781223953,0.597563348825836,0.11722411471419,-3.70049842182087
sylvine,auc,0.0848946911549708,0.915099100194553,0.966124971738585,0.22723473100675,0.83264328932607,0.992851014016196,-5.41873278818308
sylvine,bacc,0.0835282651072125,0.916465527723735,0.965989334759545,0.231054514181787,0.835914784711375,0.811956499703229,-5.29751894378283
sylvine,ce,0.0835282651072125,0.916465527723735,0.96599239245463,0.230844984878553,0.835914784711375,0.814809995004907,-5.31505676198536
sylvine,logloss,0.0870416057504873,0.91295142266537,0.965945440507585,0.225498200896567,0.827839484879302,0.999890386825427,-6.46896122650097
sylvine,mcc,0.0837247197855751,0.916267935311284,0.965698277811132,0.246400582403118,0.837405267671313,0.685305533697829,-4.56394956527299
tic-tac-toe,auc,0.257839912280702,0.683082793234596,0.827275237237287,0.47581537454417,0.40144433615009,0.0109562559518963,-5.87418263821905
tic-tac-toe,bacc,0.252609649122807,0.689228350186605,0.826835582717936,0.476042577471438,0.414021753385503,0.113051911732182,-7.56979192621141
tic-tac-toe,ce,0.239035087719298,0.670557841905091,0.78790333989575,0.531521062356688,0.444877410578193,0.0262105653528124,-1.76804156865067
tic-tac-toe,logloss,0.256787280701754,0.683889244847499,0.827031633767877,0.47579766909401,0.403415430784978,8.56292899698019e-05,-6.03644302979254
tic-tac-toe,mcc,0.239035087719298,0.670557841905091,0.780782912708909,0.533493710317253,0.444877410578193,0.00426291674375534,-1.65760279800424
vehicle,auc,0.19624649859944,0.806130097972203,0.955061586884041,0.407635199546281,0.739097882673103,0.562451625941321,-8.1078471665357
vehicle,bacc,0.193879551820728,0.808462349054454,0.9536434138442,0.399736280330135,0.742203772568526,0.998947834828869,-8.11644550827
vehicle,ce,0.193879551820728,0.808462349054454,0.953832300234385,0.399110530523887,0.742203772568526,0.974751777248457,-8.23450608124786
vehicle,logloss,0.195070028011205,0.807212349054454,0.953675338894922,0.398722139840606,0.740615302413741,0.925244187237695,-8.42171400301312
vehicle,mcc,0.193879551820728,0.808462349054454,0.953832300234385,0.399185829703814,0.742203772568526,0.979454472428188,-8.20972307321997
volkert,auc,0.448910992968616,0.35884788905601,0.88485077019518,1.29196616238031,0.463968559492781,0.0939855459146202,-3.28529836162163
volkert,bacc,0.451757845995541,0.35377972798507,0.879788994107667,1.3069787137975,0.460504935968353,0.267415512586013,-3.82072333618916
volkert,ce,0.445463899845653,0.368056865688017,0.889966555883518,1.27929639528532,0.468223995081061,0.00596869410946965,-2.62629571170638
volkert,logloss,0.44872234608129,0.359279817470454,0.885602248601238,1.28992266024884,0.46419133147728,0.0773816965520382,-3.20291758508889
volkert,mcc,0.447418967587035,0.36215785013898,0.887104252501097,1.28614894228785,0.465789595791606,0.0485005893278867,-3.02709579366704
wall-robot-navigation,auc,0.333571932654501,0.555085480715391,0.907710420804571,0.761028154276456,0.483232135590316,0.142088889842853,-3.94361557686163
wall-robot-navigation,bacc,0.328622845044863,0.567755292737184,0.908016473024795,0.75622701163516,0.4912945328702,0.00164803955703974,-3.83601760561537
wall-robot-navigation,ce,0.330271196693215,0.551543207013191,0.907244807423816,0.777352688405947,0.489372043672439,0.988336179638281,-4.41947652862098
wall-robot-navigation,logloss,0.331372114124408,0.56250513528448,0.907884861939041,0.757762536190473,0.48679812996887,0.044240256305784,-3.87188202200487
wall-robot-navigation,mcc,0.331186611553584,0.551965309246766,0.906152056477975,0.772526293091778,0.487731360936595,0.554615378612652,-4.21007321165604
wdbc,auc,0.0210526315789474,0.973953823953824,0.996046176046176,0.0787556407404691,0.955511144126652,0.0666251215152443,-5.21522756934879
wdbc,bacc,0.0175438596491228,0.977507215007215,0.995512265512265,0.0880863720027447,0.963002480816184,0.438048049341887,-4.68932621499814
wdbc,ce,0.0175438596491228,0.97761544011544,0.995779220779221,0.0803379769948846,0.963195013632168,0.263015966163948,-5.13698477828271
wdbc,logloss,0.0228070175438597,0.972525252525253,0.995656565656566,0.0764715056001112,0.951505261771998,0.310939246788621,-5.96683179369426
wdbc,mcc,0.0175438596491228,0.977507215007215,0.995512265512265,0.088426413811461,0.963002480816184,0.380780228180811,-4.61459978925099
wilt,auc,0.0475313553376795,0.5880673732699,0.974650013504131,0.108810521663967,0.341866570531392,0.406606094446033,-7.29598956036425
wilt,bacc,0.0388506750166829,0.704829119448146,0.977902553175121,0.0892395955545538,0.543869682992888,0.119272328913212,-9.20804083591292
wilt,ce,0.036783276012525,0.720289147532275,0.929382549351877,0.262210218007527,0.541824852291832,0.516812531510368,-9.20748126755527
wilt,logloss,0.0388506750166829,0.704829119448146,0.977902553175121,0.0892380840185147,0.543869682992888,0.120666690403596,-9.20683162803069
wilt,mcc,0.0388506750166829,0.703015212830746,0.977927746322584,0.0894356315625434,0.542305683307907,0.0946301347576082,-9.20160669832428
