task,measure,ce,bacc,logloss,auc,mcc,kknn.k,kknn.distance
higgs,logloss,0.323182049974503,0.670311635283158,0.601077579525161,0.742907981318793,0.350961499887712,4.28947572563957,1.01439796481282
ilpd,logloss,0.291496201052016,0.538271589123454,0.536484677106546,0.693987412037986,0.123210217865317,3.87335792827804,4.12500405737509
jannis,logloss,0.337453611898835,0.489839644896127,0.829485870041674,0.816216551576205,0.465649471907509,4.59716989093506,1.00425575021654
jasmine,logloss,0.216838005880901,0.783152125279642,0.438532319832495,0.84853493085897,0.587111094566205,4.61239890958318,2.05128323379904
jm1,logloss,0.186313418273646,0.552797412752533,0.434040706219007,0.742800047347332,0.207177458948232,4.59029066455709,1.19232068117708
jungle_chess_2pcs_raw_endgame_complete,logloss,0.145674856434342,0.782512956417535,0.370102889595523,0.969538693178435,0.743651482274123,3.74661803269502,1.00716651417315
kc1,logloss,0.146996163394268,0.557058912797234,0.347056972190651,0.807220577067201,0.232482877669898,4.59907679588622,2.00958659406751
kc2,logloss,0.15511611030479,0.664205469327421,0.382145079446094,0.832487593707106,0.454826118411894,4.5854350856149,1.56971058156341
kr-vs-kp,logloss,0.0485041144200627,0.950822263178766,0.179152514769373,0.990057711116119,0.903149033291109,2.71108055974863,1.15177060291171
madelon,logloss,0.378461538461538,0.621538461538462,0.648016105609767,0.689852071005917,0.252991301041656,4.32945696202443,1.00158418156207
mfeat-factors,logloss,0.0365,0.9635,0.160245872194317,0.999538888888889,0.959659226819008,3.60610510559333,1.56681494601071
mfeat-fourier,logloss,0.1855,0.8145,0.647938263950134,0.984638888888889,0.795214702916607,3.43227326476511,1.01214842684567
mfeat-karhunen,logloss,0.0485,0.9515,0.214139890289939,0.999533333333333,0.946617389962169,3.7390129460252,1.00412630196661
mfeat-morphological,logloss,0.309,0.691,0.800173674250089,0.96805,0.658507451705272,4.61301349143385,1.83486458845437
mfeat-pixel,logloss,0.0265,0.9735,0.149345977047263,0.999761111111111,0.970710799448204,3.92067782567836,2.1123025547713
mfeat-zernike,logloss,0.1985,0.8015,0.513404923534534,0.980922222222222,0.779979496880565,3.65832689626397,4.18036180111269
nomao,logloss,0.0466267907982599,0.942276121316402,0.127884346300053,0.98951441469534,0.885684854449121,4.36288127967386,1.01417190022767
numerai28.6,logloss,0.48625415282392,0.513236508283416,0.699408450686623,0.518483592829076,0.026599732851293,4.61429275348265,3.44122551754117
optdigits,logloss,0.0211743772241993,0.978797073011683,0.0921747983278961,0.999794230190738,0.976545926097027,3.74518523048862,1.2792392373085
ozone-level-8hr,logloss,0.06116834209953,0.521454831932773,0.163747216004137,0.913971419263908,0.0972486921829365,4.17745604855702,1.03331477940083
pc1,logloss,0.0694266994266994,0.5,0.223440928295497,0.853286701162915,0,4.57156780329782,4.48977464158088
pc3,logloss,0.102368120202515,0.5,0.261364120515621,0.836061613475177,0,4.41285783536308,1.05291331280023
pc4,logloss,0.109735474728389,0.555264501633987,0.255609235673795,0.891255616830065,0.279997220840547,4.41753210262311,1.46819869987667
pendigits,logloss,0.00937033666969973,0.990692130243574,0.0484427314332137,0.999858918712048,0.989607647816954,3.33716770442945,1.24279816634953
phoneme,logloss,0.13637981789553,0.825351404082816,0.323390683165855,0.933000821459664,0.665403294669878,3.89057518975316,1.41753638256341
qsar-biodeg,logloss,0.134591194968553,0.859252933057281,0.355045154906535,0.923273949193204,0.70642336293227,3.99725062940985,1.12739697378129
satimage,logloss,0.100155520995334,0.87502517921271,0.262214020986953,0.991506497777244,0.876422882395442,3.99788055893649,1.05187702178955
segment,logloss,0.105627705627706,0.894372294372294,0.269817445186739,0.993523984433075,0.878810473153841,3.50950319824992,1.35862937363486
semeion,logloss,0.0897680817610063,0.909688725490196,0.363556936954754,0.998378812636166,0.901562883339041,3.55069692324326,3.26882322132587
shuttle,logloss,0.00096551724137931,0.91797714924512,0.00338224004313864,0.998763306149947,0.997282978450689,2.63100894580073,1.00473378226161
sick,logloss,0.0389716924199683,0.700359646209361,0.0973371376284958,0.97335956086968,0.585132315810989,3.7123067003952,1.18259250093251
spambase,logloss,0.0825893615014618,0.902628155896242,0.246002872537755,0.974363264572918,0.82796066653205,3.76818770571113,1.21691953763366
splice,logloss,0.122570532915361,0.912657721338761,0.43097610716682,0.994207224396368,0.822527148154768,4.03474650077928,4.86804081033915
steel-plates-fault,logloss,0.278215701823949,0.73025395957982,0.797116438684247,0.9718213863367,0.646075333417007,4.08806603775396,1.05604976508766
sylvine,logloss,0.12353953460039,0.876460663910506,0.359874669497887,0.954952118276158,0.767663601177225,3.6207931151714,1.06333683524281
tic-tac-toe,logloss,0.0627521929824561,0.925652704874716,0.152981935076599,0.989633481284335,0.861151973784451,2.12505949491264,4.67658443113168
vehicle,logloss,0.283683473389356,0.719041353383459,0.584584673893517,0.923701698987071,0.626035586145489,3.29537134612852,1.69740173220634
volkert,logloss,0.329291716686675,0.562151755097629,0.997523151295903,0.961030045960959,0.612834908583456,4.47983033198385,1.03630993515253
wall-robot-navigation,logloss,0.0810088382565447,0.909760301303617,0.258310084313383,0.99344613301695,0.877781642794336,3.39244960021748,1.03795498237014
wdbc,logloss,0.043890977443609,0.942186147186147,0.123309582351439,0.993008658008658,0.907853397820357,4.12699322725907,1.89614369079471
wilt,logloss,0.0489780640966412,0.547754077557571,0.110528804247141,0.958991597805941,0.275217759817698,4.35456518502453,1.00692769698799
APSFailure,auc,0.0110921052631579,0.718732477328699,0.0416021468849646,0.980769926611752,0.621050266879751,4.56617826105407,1.16824332717806
Amazon_employee_access,auc,0.0560285770920498,0.537846537226922,0.285064799602309,0.830275032300803,0.208808829717395,3.78947518635439,2.12848195829739
Australian,auc,0.131884057971015,0.859599495015454,0.35436101022892,0.926313177484655,0.736192266518144,3.87575348464955,1.07017088402063
Bioresponse,auc,0.224739716312057,0.771321066869889,0.586208592380318,0.844532393371395,0.546245040007949,2.78526648878771,1.0223337681964
GesturePhaseSegmentationProcessed,auc,0.339005553983158,0.607667721713416,1.61996171306204,0.916844803014228,0.555869150023504,2.77435422885273,1.0173709243536
Internet-Advertisements,auc,0.0875270381144178,0.687342995169082,0.255956680949324,0.970523178127248,0.577457606658229,4.21309508216103,2.61437180545181
KDDCup09_appetency,auc,0.0178,0.5,0.140747780515505,0.655268841559535,0,4.54693887845055,1.03963255602866
MiceProtein,auc,0.00277777777777778,0.997380952380952,0.0220356302436026,1,0.996849447098067,1.77336797530783,1.57467068375399
PhishingWebsites,auc,0.0399824077634949,0.958322892077675,0.132117005864591,0.993190635295765,0.919099051228778,2.64421836592836,2.61010284652313
adult,auc,0.151140423013504,0.762390206629957,0.343191953979086,0.902458892457315,0.562632447694037,4.41695189965256,1.01510383933783
analcatdata_authorship,auc,0,1,0.0105335642871042,1,1,2.3755016680198,1.04582013189793
analcatdata_dmft,auc,0.796582278481013,0.200447191697192,1.75957897126056,0.602800679377602,0.0385107535335366,4.56260289620442,4.24383897520602
balance-scale,auc,0.102432155657962,0.649302134646962,0.436910240831089,0.97333361644301,0.819946213690398,4.51140279236762,3.96392772067338
bank-marketing,auc,0.101590278831471,0.615334561268741,0.252665911095172,0.906805686856876,0.368975109233473,4.60252410118039,1.23132978007197
banknote-authentication,auc,0.00947847244261081,0.991464456596036,0.0432267542424584,1,0.981203698204402,4.41670374719215,1.04611343983561
blood-transfusion-service-center,auc,0.223261261261261,0.594908840729274,0.472769395953825,0.759098727210182,0.268660548460195,4.23232002915939,2.74124663752814
breast-w,auc,0.037184265010352,0.959769323671498,0.100077611828098,0.993750161030596,0.919737397156889,4.03510730494489,3.18822074215859
car,auc,0.0717502352466729,0.731761440314072,0.273779024200371,0.989381914381914,0.845373829939874,3.02741708813886,3.23943395974735
christine,auc,0.279069101227057,0.720921142544759,0.556470220727955,0.797836202101258,0.44794000745617,4.14983698316298,1.01283746119589
churn,auc,0.1292,0.54908654998239,0.306016695969516,0.875570210333394,0.270025317790201,4.20922925370563,3.71835603192449
climate-model-simulation-crashes,auc,0.0851851851851852,0.5,0.212070135564379,0.927897959183673,0,4.5969806448386,1.26213324442506
cmc,auc,0.47792333149476,0.504554425474729,0.961958392127538,0.730841138930769,0.263115992169487,4.59953156440613,1.02481841109693
cnae-9,auc,0.133333333333333,0.866666666666667,0.85710092384785,0.997029320987654,0.855351827527186,4.1997447563775,1.64411698933691
connect-4,auc,0.203827857705999,0.548895111702227,0.56693361316387,0.891006282719204,0.553276529689205,3.85567000673145,1.00040142145008
credit-approval,auc,0.142028985507246,0.850685211788777,0.359297256156453,0.919798151292209,0.713787722899815,4.12953110196466,1.07720443926752
credit-g,auc,0.274,0.557619047619048,0.522352798707849,0.771809523809524,0.226833155195584,4.35364323488153,2.63323654979467
cylinder-bands,auc,0.190740740740741,0.785402588295295,0.447653467360961,0.890366409537167,0.618654325036384,3.41686165300829,1.03706168861439
diabetes,auc,0.248718386876282,0.674754985754986,0.492589793026217,0.833364672364672,0.419486570258743,4.52216255230115,1.25141200516373
dilbert,auc,0.0263,0.973600231653947,0.118516507854036,0.999280290234439,0.967191423105438,2.3184153774633,1.42943266406655
dna,auc,0.127099229116145,0.889972109902357,0.55167755021445,0.988862763847405,0.809971757009316,4.59751180681052,1.07135229650885
dresses-sales,auc,0.392,0.552380952380952,0.665884537450093,0.585878489326765,0.144181670298785,4.42211227121115,2.54954139236361
electricity,auc,0.144862210372674,0.849089776439862,0.451988462775832,0.929824548896552,0.702417050014174,2.60646971400537,1.0070142801851
eucalyptus,auc,0.391318030359126,0.550718170718171,0.998648753591517,0.90166933739661,0.501769018034473,4.61306182216056,1.05607106909156
fabert,auc,0.358630955891894,0.589090226453488,1.19047979886899,0.939927182720989,0.580656638718487,4.6134856041278,1.00147393159568
first-order-theorem-proving,auc,0.406673940716494,0.469784251566204,2.6541373976571,0.851809656847795,0.445684547416184,2.85916032843977,1.07601805310696
har,auc,0.0147589798748903,0.985891689104654,0.0686089332903255,0.99955636437627,0.982279606732299,2.39742850143136,1.00255456659943
higgs,auc,0.321866394696583,0.671135085000686,0.601874227680148,0.746142096542855,0.354338120989989,4.60704454675295,1.018539163284
ilpd,auc,0.293191116306254,0.520705660312906,0.534822249653429,0.714316031290565,0.0839376377814192,4.39129068966853,1.36474085506052
jannis,auc,0.337441665895796,0.48985881864295,0.828164460754153,0.816276528856457,0.465672264963924,4.6127222455619,1.00276673678309
jasmine,auc,0.208131130614352,0.791856823266219,0.44772792283202,0.857530636758104,0.612971936478084,4.17544565344133,1.02903708722442
jm1,auc,0.183923881191595,0.562396904986381,0.440556760866398,0.743198823163276,0.230399336303475,4.22355199869641,1.07966997753829
jungle_chess_2pcs_raw_endgame_complete,auc,0.142685089834903,0.786635190535241,0.371162248999171,0.972466105207812,0.748585505808174,3.93254936425283,1.0005650985986
kc1,auc,0.14414804784473,0.56743456154667,0.363095790886324,0.803074548645389,0.261835762657815,4.18222172541316,2.11248008271058
kc2,auc,0.15700290275762,0.663014993136944,0.382039850477437,0.833391405342625,0.449538476333181,4.58318937988402,1.65378484968096
kr-vs-kp,auc,0.0434962774294671,0.955755420506669,0.19197083324035,0.990596424431404,0.913281310135817,3.02568256323809,1.03102199640125
madelon,auc,0.371153846153846,0.628846153846154,0.648819829672938,0.698940828402367,0.270031071636472,4.61032282774678,1.00205757748336
mfeat-factors,auc,0.04,0.96,0.176448211701063,0.999555555555555,0.955804184022084,3.88437602670915,1.10607862472534
mfeat-fourier,auc,0.184,0.816,0.649885573972729,0.98475,0.796924734468002,3.46301682062721,1.04419253021479
mfeat-karhunen,auc,0.041,0.959,0.260469437465117,0.999577777777778,0.954813671872757,3.25919930234124,1.25972044467926
mfeat-morphological,auc,0.2825,0.7175,1.12023097470229,0.970388888888889,0.687215376225809,3.14925845792128,1.11641106754541
mfeat-pixel,auc,0.0235,0.9765,0.165114543628404,0.999825,0.974009987134352,3.44372288570181,1.80790352262557
mfeat-zernike,auc,0.199,0.801,0.508075895599804,0.980916666666667,0.779573636351451,4.1011875027071,3.70003603058557
nomao,auc,0.0425067361981391,0.947080545236954,0.142698612708413,0.990448430701707,0.895718279562501,3.45570098548036,1.05366240814328
numerai28.6,auc,0.486430647840532,0.513085199061307,0.700395263557552,0.518475493688202,0.0262816519485257,4.47964717531396,4.93593189585954
optdigits,auc,0.0224199288256228,0.977540465584023,0.0985855552735262,0.99978933095676,0.97517410479822,3.88733959491964,1.06596148200333
ozone-level-8hr,auc,0.0627478136379198,0.503125,0.164902686951088,0.915297242314647,0.0242475702706812,4.55260003469341,1.03362453635782
pc1,auc,0.0694266994266994,0.5,0.272182811503444,0.849963325509442,0,4.0140368639006,1.4532017223537
pc3,auc,0.102368120202515,0.5,0.262397143392618,0.835617084599797,0,4.36467204280911,1.116419730708
pc4,auc,0.104945677846009,0.608782679738562,0.256027988380392,0.902249285130719,0.372511804427589,3.16919328699459,1.35859221406281
pendigits,auc,0.0143736454628174,0.985763609187036,0.0615559680500174,0.999870488952405,0.984061151429614,3.98216898121735,1.34332656652977
phoneme,auc,0.107881837475183,0.858243741518838,0.378458762226555,0.949085682110134,0.73508619693461,2.5116318842759,1.0749946879223
qsar-biodeg,auc,0.133647798742138,0.86064182194617,0.354468337395649,0.923599346018601,0.708780194930837,3.9747997120311,1.11476247385144
satimage,auc,0.0940902021772939,0.883496106695588,0.276545690874257,0.99222924558893,0.88389884732351,3.58108728591706,1.30251776427031
segment,auc,0.0896103896103896,0.91038961038961,0.282202028812866,0.994700249245704,0.896559207998064,2.85556815453774,1.02268006000668
semeion,auc,0.0841194968553459,0.915313725490196,0.387602042214251,0.998395526960784,0.907729943676118,3.27059468364763,3.21799332275987
shuttle,auc,0.00172413793103448,0.79150732160394,0.00563758064334845,0.999694805684604,0.995144721757168,3.33623339909389,2.70694513986508
sick,auc,0.0440079715941785,0.657112810120364,0.0966789971333521,0.975832632740684,0.51267420548451,3.94572632566297,1.03925721067935
spambase,auc,0.0817207394133736,0.904299495180716,0.248343552598337,0.975568437124778,0.829513306962597,3.41459273775452,1.02936478611082
splice,auc,0.114733542319749,0.918611447384434,0.468856957561278,0.99498227112615,0.832724474076023,4.61460437910832,3.43279881868511
steel-plates-fault,auc,0.249368226275443,0.783074100157624,1.07077046132367,0.972913625540631,0.681686090512737,2.87839141343397,1.04833183810115
sylvine,auc,0.123145483065302,0.876855088764591,0.383729068714703,0.961555154407071,0.770358508611998,4.51967619011122,1.00042568426579
tic-tac-toe,auc,0.0125328947368421,0.981951871657754,0.191309342148573,0.9998556998557,0.972545058747766,3.169151752141,4.24148251390706
vehicle,auc,0.281428571428571,0.71998661426293,0.968948700649105,0.927779798933251,0.627667604982893,2.34110998688079,4.84904758445919
volkert,auc,0.307614474361173,0.607076545075723,1.08750466065502,0.963682857444772,0.638557555272746,3.76359849485653,1.37151410151273
wall-robot-navigation,auc,0.0755136606512753,0.915319495894992,0.267185159158028,0.993962902799184,0.88605356170986,3.03138238040888,1.00091540906578
wdbc,auc,0.0333333333333333,0.9573556998557,0.11358051389431,0.993674843674844,0.929662555787979,3.55918091392437,2.57145947776735
wilt,auc,0.0477379669079274,0.559221314024808,0.109786061781555,0.959302937045811,0.319801865535472,4.26540068394382,1.00637796148658
APSFailure,mcc,0.00832894736842105,0.805845024454086,0.0712086459842809,0.952600857119206,0.735878181069777,2.56494529851323,1.00826359260827
Amazon_employee_access,mcc,0.0550825712787873,0.612791423373709,0.662549222733065,0.790556177136953,0.339480336795773,2.29334632727403,3.00159949923555
Australian,mcc,0.131884057971015,0.85905903095207,0.356236545812849,0.924872955755808,0.737622638737996,4.49762669456604,1.45313139073551
Bioresponse,mcc,0.226873758865248,0.769262553781343,0.579439277236706,0.844167268706185,0.541950937361678,2.8023241309656,1.07009192183614
GesturePhaseSegmentationProcessed,mcc,0.321483331897666,0.641535297821924,2.8871597615686,0.913559281118229,0.57966542171402,1.987070696022,1.01547672506422
Internet-Advertisements,mcc,0.032937085104796,0.897855380820228,0.470829798488629,0.950958474663377,0.857928912152341,1.80607519768594,2.98287068400532
KDDCup09_appetency,mcc,0.03102,0.512025171650891,1.07139284377013,0.512025171650892,0.027638195042918,0.21125802925718,1.98335221875459
MiceProtein,mcc,0.00185185185185185,0.998214285714286,0.0639606970276134,0.999489795918367,0.997899598746343,0.0897841579908034,1.23772560805082
PhishingWebsites,mcc,0.0312973251618077,0.967539483275252,0.64284884972325,0.979761710999609,0.93660318301439,1.02634916816341,1.77696365751326
adult,mcc,0.150464785060486,0.764153736300252,0.350137883222182,0.902222810169516,0.565163228758155,4.2045779408007,1.01811040379107
analcatdata_authorship,mcc,0.00355742296918768,0.997604166666667,0.0497026948916953,1,0.994883545685218,4.4385109260114,1.23923744772871
analcatdata_dmft,mcc,0.770300632911392,0.223978937728938,1.771350605905,0.597368390156852,0.0695941169445869,4.61046306400632,2.09541371650994
balance-scale,mcc,0.0944188428059396,0.655049261083744,0.446666293478979,0.964734726232943,0.834829872636099,4.45138227180667,1.12959158048034
bank-marketing,mcc,0.102674188105026,0.660234921634376,0.610075721482745,0.871692717812118,0.409762385022991,2.51508557664463,1.43584256339818
banknote-authentication,mcc,0.00072463768115942,0.999350649350649,0.0371493908474753,0.999276133702363,0.998544072511051,3.31457860638902,2.90032935276628
blood-transfusion-service-center,mcc,0.216576576576577,0.620364637082903,0.477743468098777,0.75489049420938,0.306655943058613,3.66372307226836,2.90754704688986
breast-w,mcc,0.0343271221532091,0.963935990338164,0.191693498949369,0.988928663446055,0.925574478300603,2.59429396831067,3.77604059724758
car,mcc,0.0937323564995295,0.72755286977775,0.241414495243468,0.970156026222328,0.8014156023337,2.41224935155814,2.53118089862168
christine,mcc,0.279807790684191,0.720183135164685,0.555450845811232,0.797902831549841,0.446646490524784,3.97992553493201,1.03568381629884
churn,mcc,0.1152,0.65116557588061,1.07500295731024,0.791311842595662,0.424147433418535,2.16865925959013,1.06553930882365
climate-model-simulation-crashes,mcc,0.0777777777777778,0.637438775510204,0.75243162811506,0.804663265306122,0.409618708242031,1.71046037453373,4.37848796602339
cmc,mcc,0.476571980143409,0.504819347845913,0.97108564077244,0.721888631188869,0.263224598520297,3.70732229897308,1.0506137534976
cnae-9,mcc,0.0935185185185185,0.906481481481481,0.647460947948725,0.996952160493827,0.896786797040437,3.76730180750934,1.04365995060653
connect-4,mcc,0.202910102334126,0.561577902044151,0.585824337530407,0.884578719462872,0.555789230513036,3.46952639076686,1.06847052183002
credit-approval,mcc,0.134782608695652,0.858633929737495,0.359761627891567,0.919371961748872,0.728681538530047,4.10563279016352,1.36797404102981
credit-g,mcc,0.259,0.639761904761905,1.05987069656113,0.7265,0.328539914650557,2.2685481015681,2.27168286778033
cylinder-bands,mcc,0.175925925925926,0.813699118640826,0.521366068010557,0.892112393216881,0.641181410074559,1.9630864335247,2.17747873107592
diabetes,mcc,0.244753930280246,0.692592592592593,0.580316923252259,0.824096866096866,0.436767062240976,3.75490193085796,1.0996580561623
dilbert,mcc,0.0239,0.976123460007176,0.122314497357371,0.999039426942216,0.970186096496963,1.70161003505297,1.06849383935332
dna,mcc,0.125529859427062,0.892600806506957,0.540774369924745,0.988104613077004,0.812460393177023,4.40350430422514,1.00957821588963
dresses-sales,mcc,0.4,0.544170771756979,0.669282373978292,0.578981937602627,0.135446824017879,4.57496918268912,3.88131214957684
electricity,mcc,0.144531196583777,0.850120167340736,0.574567813885371,0.929294749513946,0.703322179057515,2.28471401830575,1.00023272726685
eucalyptus,mcc,0.39687152906331,0.560293262293262,1.12600040034168,0.900528558983105,0.491104340735348,2.81624750219887,1.08902042824775
fabert,mcc,0.327548838608454,0.643476041682552,1.29064315432949,0.935597592941279,0.607577334744066,3.04795337457022,1.22489732317626
first-order-theorem-proving,mcc,0.403563749558743,0.490424722117425,5.43539732571313,0.833743160143926,0.459200263104604,1.80036604597331,1.05596247781068
har,mcc,0.0161185805806372,0.984541650018645,0.0744185627219416,0.999556005457953,0.980662647253164,2.77193006542186,1.04002024047077
higgs,mcc,0.321764405915349,0.671253806531308,0.601650766818475,0.746351747302817,0.354524290491902,4.59779069223182,1.00807525869459
ilpd,mcc,0.329047340736411,0.615962757054041,5.60786886054872,0.648317406230785,0.225187034430633,0.916178925799924,3.30411534950137
jannis,mcc,0.337513319094542,0.489835931963164,0.829608376224822,0.81615294401303,0.465600480858245,4.59658360820881,1.00811849627644
jasmine,mcc,0.209472290184283,0.790519015659955,0.447335856395719,0.857415146464874,0.612152222968858,4.60438758391033,1.01069468539208
jm1,mcc,0.191088356830335,0.602171136886269,0.973056518032744,0.727495208247206,0.269364746887819,2.55592234361451,1.78733854554594
jungle_chess_2pcs_raw_endgame_complete,mcc,0.158928132376265,0.761821076977978,0.381403263604202,0.961431670492836,0.720399763450723,3.57938509723605,1.2238239068538
kc1,mcc,0.14700067704807,0.650975588023541,1.86081996246096,0.747450010212127,0.35922864996734,1.77654189359513,1.10850640200078
kc2,mcc,0.149564586357039,0.723438918804773,1.20766478124982,0.819603526554746,0.512760407803857,2.95334537851801,2.05935839470476
kr-vs-kp,mcc,0.0450577978056426,0.954068444824204,0.201812895884079,0.990571563985312,0.910283972235221,3.19748260515886,1.00803711917251
madelon,mcc,0.379230769230769,0.620769230769231,0.648513554516421,0.681426035502959,0.251547953945196,4.08920185711145,1.02248329482973
mfeat-factors,mcc,0.035,0.965,0.561718112679536,0.998716666666667,0.961346936239849,1.18095111403062,1.55999357067049
mfeat-fourier,mcc,0.1865,0.8135,1.12541464464245,0.982405555555555,0.793659851571029,2.24124712194311,1.42944954242557
mfeat-karhunen,mcc,0.033,0.967,0.37754829322555,0.999544444444444,0.963591776842521,2.08316021291679,1.44140742905438
mfeat-morphological,mcc,0.2805,0.7195,1.21450006534428,0.969738888888889,0.689474622746465,3.07514966597423,4.80060062129051
mfeat-pixel,mcc,0.02,0.98,0.224289908259768,0.999713888888889,0.97786450357684,1.98617776494622,3.05429690796882
mfeat-zernike,mcc,0.2005,0.7995,0.547231985012235,0.980522222222222,0.777714027690097,3.40489748398666,4.96429801099002
nomao,mcc,0.0378932128857497,0.95174256478937,0.295510943320787,0.986356553086181,0.906878638010814,1.96914030158279,1.00146985985339
numerai28.6,mcc,0.48546511627907,0.514037127689859,0.699758295458976,0.517684054805362,0.0282052550375478,4.6023755350753,1.49278309475631
optdigits,mcc,0.0156583629893238,0.984330559942175,0.134117623241334,0.999535871856752,0.98264854964659,2.23799590864917,1.29834578000009
ozone-level-8hr,mcc,0.057220441318353,0.645964414246711,0.623071579824101,0.825437896677659,0.392227174309828,1.83043619206231,1.00009342376143
pc1,mcc,0.0820556920556921,0.681297343433266,2.8341031998412,0.681297343433266,0.375358099661667,0.123629904361625,1.68284577876329
pc3,mcc,0.122186836518047,0.632930597771023,4.22018382489832,0.632930597771023,0.288416432450769,0.143465914302222,1.34689081087708
pc4,mcc,0.116570618800189,0.722480085784314,4.0262065369561,0.722480085784314,0.456957016105343,0.0230748474967444,1.50059007724126
pendigits,mcc,0.00536744147572173,0.994651407024534,0.0810883893664956,0.999601551961362,0.994040266870802,1.65991437848142,1.92477226164192
phoneme,mcc,0.0914130211542411,0.881533491012472,1.88591137491897,0.915944900446744,0.776736753287651,1.0204051576588,1.23981182277203
qsar-biodeg,mcc,0.128885893980234,0.86361801242236,0.398445139089378,0.925446999572776,0.717269024765345,3.33654903609753,1.09503366146237
satimage,mcc,0.0810264385692068,0.903614007227602,0.484108701719544,0.991334671796859,0.90006516098735,2.21888844642867,1.03091388568282
segment,mcc,0.0774891774891775,0.922510822510823,0.795793808600615,0.991906073724255,0.910125515868544,1.6580878051768,1.04499409161508
semeion,mcc,0.0734473270440252,0.925938725490196,0.409467793817813,0.998533360566449,0.919288592205801,2.58145056834492,1.30577331129462
shuttle,mcc,0.000913793103448276,0.927458738836818,0.00547872926197897,0.99908176012782,0.997428912834007,2.0182531798287,1.49956864801546
sick,mcc,0.0347290640394089,0.773401463806173,0.323196854790356,0.924598648346313,0.657809699876704,1.9267770914892,1.26963098440319
spambase,mcc,0.075634254456286,0.912219258144144,0.246795521534206,0.974823316976705,0.841978059410936,3.10022604380571,1.07027877867222
splice,mcc,0.112225705329154,0.918114732797675,0.497413738686949,0.993832699930934,0.835100324484799,4.58516184475999,1.09827783796936
steel-plates-fault,mcc,0.2447237642083,0.789772306366796,1.22475818538136,0.972807279745602,0.68826574201316,2.53981538696789,1.00422225147486
sylvine,mcc,0.120805921052632,0.879195038910506,0.367734866658513,0.959641815066801,0.773131532398753,4.029602146336,1.00111548788846
tic-tac-toe,mcc,0.0125328947368421,0.981951871657754,0.191215993413719,0.9998556998557,0.972545058747766,3.16918970218094,1.88017144629111
vehicle,mcc,0.278977591036415,0.722611927546138,1.22574764302197,0.924772273560722,0.631359703308942,2.09597204642132,4.20633253302425
volkert,mcc,0.296209912536443,0.631924191732569,1.2472799183103,0.964163225036845,0.651638635665441,3.33987488381908,1.22194396704435
wall-robot-navigation,mcc,0.0703837752461606,0.927148623156195,0.489730576777828,0.990488712207081,0.893993442362298,1.94565330056315,1.00160302873701
wdbc,mcc,0.0298245614035088,0.963001443001443,0.148316799663233,0.994069264069264,0.937086335275547,2.51107881281868,2.62756994808714
wilt,mcc,0.0283126293995859,0.798636964764548,0.432159044082144,0.890526463891537,0.691210273592581,1.54512566886572,3.62441391106695
