task,measure,ce,bacc,logloss,auc,mcc,svm.cost,svm.gamma
ilpd,logloss,0.289772063120982,0.515929024048644,0.550852075245353,0.704270854683337,0.0847358020859539,8.41882850552294,-1.34816509298029
jasmine,logloss,0.213491279657022,0.786510067114094,0.434213175114892,0.854551656832275,0.592899535067092,-1.15344298756594,-5.84626337283093
jm1,logloss,0.187413996245881,0.533174242081205,0.442193636113329,0.719016011841105,0.171959303761183,0.340013298349546,2.66466304803645
jungle_chess_2pcs_raw_endgame_complete,logloss,0.138111104439081,0.811006451151418,0.269586811838257,0.973372385549918,0.758396732399785,8.46501075104496,-1.76038602984007
kc1,logloss,0.15031144211239,0.542743817205068,0.345870269925616,0.79810848435155,0.197886593471675,-5.55446538330064,1.58456238132497
kc2,logloss,0.166582002902758,0.670820927040439,0.386456188754238,0.84712543554007,0.423707929553779,-4.44891714508365,-8.17985156193029
kr-vs-kp,logloss,0.00500587774294671,0.99501565753941,0.0168748477855723,0.99980353211788,0.99002112254333,8.44940778382763,-4.92146540134226
madelon,logloss,0.396538461538462,0.603461538461539,0.660053672612997,0.643284023668639,0.207419745561677,6.12889066706149,-5.026932227276
mfeat-factors,logloss,0.0195,0.9805,0.0962172276959619,0.99985,0.978422840431556,7.86452097055991,-5.55895922300242
mfeat-fourier,logloss,0.158,0.842,0.38195987851843,0.987,0.825104203763415,1.55662120824099,-4.87849124713416
mfeat-karhunen,logloss,0.0215,0.9785,0.113005962350856,0.999844444444444,0.976214077600269,0.663400088035245,-4.05321130008514
mfeat-morphological,logloss,0.238,0.762,0.594929205206523,0.9762,0.737637325985526,4.34415614612437,-1.87384810540387
mfeat-pixel,logloss,0.019,0.981,0.0929490805058007,0.999872222222222,0.978975757014436,1.70938768880066,-5.10073095989046
mfeat-zernike,logloss,0.102,0.898,0.303382409954324,0.993888888888889,0.887014146250699,3.71283184127628,-3.62643531289708
nomao,logloss,0.0359493590109478,0.956211990293542,0.0973228398863389,0.992349935173995,0.911998190812532,3.73746515815288,-5.83340792146152
optdigits,logloss,0.0119217081850534,0.988100148490348,0.0520356125507095,0.999932295092081,0.986782469648117,5.72607368318975,-4.04662289509001
ozone-level-8hr,logloss,0.0544567551585696,0.635782430060632,0.144052041291767,0.9233828183172,0.411003938513377,-5.08945848108044,-5.73255857989751
pc1,logloss,0.0613185913185913,0.598392323695722,0.199184296832633,0.84001386962552,0.315001477217087,3.31586862976451,1.05191665187982
pc3,logloss,0.102368120202515,0.544295845997974,0.279424227840338,0.810760195035461,0.202656602256195,1.52747797686933,-0.867216775289376
pc4,logloss,0.0939773264052905,0.682199754901961,0.22068152920175,0.919564440359477,0.466266844434732,2.98284417803874,-3.2561013002792
pendigits,logloss,0.00336578707916288,0.996600601174799,0.0173372134792239,0.999977237175951,0.996263109862728,1.50826709349599,-1.97807715938834
phoneme,logloss,0.0969593345656192,0.86874246520284,0.265337034736194,0.943157001861587,0.761093143270673,0.317880212273873,2.31257200007595
qsar-biodeg,logloss,0.112821203953279,0.86731884057971,0.295739075955501,0.937298613165073,0.744714303591782,2.05885067961581,-3.37965114067272
satimage,logloss,0.0723172628304821,0.910918083518288,0.206221884680793,0.993576583299231,0.910898569887632,1.8795076378191,-1.61205224643869
segment,logloss,0.0731601731601732,0.926839826839827,0.212948866780347,0.994743976562158,0.915332436016789,6.76642088002927,-2.91605239977944
semeion,logloss,0.0389111635220126,0.961022058823529,0.154467674663789,0.999501940359477,0.957047270691215,6.88126767808721,-5.49990024377948
shuttle,logloss,0.00120689655172414,0.782710211179813,0.00423957864336369,0.999775083098555,0.996601707641084,4.61320168539212,-1.69042400898523
sick,logloss,0.0283672266430887,0.8068284473483,0.091370716959146,0.962503745143422,0.725726294705891,2.21086312885034,-1.63117605229658
spambase,logloss,0.0628109968876733,0.930999670329404,0.175693536774056,0.979788477576129,0.868209598096643,2.29160503560362,-4.19115841242199
splice,logloss,0.0347962382445141,0.961374607566744,0.116796501455922,0.995942904544948,0.94353539506977,1.93749998073884,-4.42677698948717
steel-plates-fault,logloss,0.233893735130849,0.774745029553186,0.598686212663715,0.970232129768701,0.697565831241793,1.49487089345753,-3.30907466213141
sylvine,logloss,0.0649876644736842,0.935008815661479,0.180180069029783,0.975921494302119,0.871385303028277,6.18041614380466,-5.51583878302879
tic-tac-toe,logloss,0.0271491228070175,0.970093658186637,0.0843818571948975,0.995223560261511,0.940746689440522,7.44574779861967,-2.30983718365783
vehicle,logloss,0.138319327731092,0.862775119617225,0.324850890298728,0.971983263944986,0.816760434609872,5.35737507920989,-3.87552287690486
wall-robot-navigation,logloss,0.0700168027690963,0.917764982842967,0.19946484477109,0.992889526765197,0.894157010335561,3.85044130575407,-3.71032654957459
wdbc,logloss,0.0228070175438597,0.974292929292929,0.0649031736493015,0.996305916305916,0.951657804110194,1.58101595511326,-4.06778308303802
wilt,logloss,0.0119847543760587,0.93046533540786,0.0328076636090397,0.994427728641034,0.880299100566346,9.04122811263371,-4.76278982591502
APSFailure,auc,0.0136710526315789,0.749881027917024,0.0448448488943222,0.980581183733656,0.57016349322892,-9.11411201023456,-9.08687373193348
Amazon_employee_access,auc,0.0580426888406748,0.525396470402888,0.21945629369224,0.769309922837179,0.147040706130022,8.43922407632832,-8.58205174551895
Australian,auc,0.143478260869565,0.863498759305211,0.358439278465158,0.935257353474671,0.726183325913947,1.11630858101822,-5.46291547262738
Bioresponse,auc,0.213275177304965,0.784234148786908,0.466875341486395,0.859750058206431,0.570301494628843,0.5725361996164,-7.6892985613447
GesturePhaseSegmentationProcessed,auc,0.411527899125883,0.490765539437613,1.09679633789273,0.861998359676838,0.454527734886203,3.09902526113912,-1.53575930034854
Internet-Advertisements,auc,0.0271406727828746,0.915875218419159,0.098940323486102,0.967141278651454,0.883946437654671,1.7355057538728,-9.03815062605585
KDDCup09_appetency,auc,0.01788,0.499959275096722,0.0873722735348813,0.677325151746024,-0.00065009547934997,-3.38951104058989,-5.97082411099684
MiceProtein,auc,0.00277777777777778,0.997440476190476,0.0455638722826613,1,0.996850472790031,1.91695118760299,-4.97021785431121
PhishingWebsites,auc,0.0349164982448676,0.963809519298313,0.0961436093461601,0.994200899199691,0.929296437573566,5.48787461286862,-5.19974598226076
adult,auc,0.149461530014242,0.752877489596082,0.330166526553273,0.902927460401163,0.560646615999155,4.82755376557091,-8.51548745474908
analcatdata_authorship,auc,0.00355742296918768,0.997552083333333,0.0246246726751176,1,0.994864788935323,0.528535010868036,-4.91648463140508
analcatdata_dmft,auc,0.777784810126582,0.219146825396825,1.74846135106258,0.625516111737266,0.0643295481137629,-1.54894769036597,-4.25310908740899
balance-scale,auc,0.00158730158730159,0.998850574712644,0.0683009192775376,1,0.997291580859853,8.51864648560519,-3.74487545913662
bank-marketing,auc,0.107142050058594,0.589636606156615,0.296696489312074,0.903685161283969,0.311176244447001,5.31040122650411,-9.09906911317605
banknote-authentication,auc,0.0801914736062626,0.909836065573771,0.16349410248335,1,0.846954242102204,5.30602359366171,5.10861524541123
blood-transfusion-service-center,auc,0.237963963963964,0.528835569315445,0.496563900963737,0.750533195734434,0.132041008623047,-4.31871121049038,-6.50210477019752
breast-w,auc,0.0386335403726708,0.955776570048309,0.0935539900658097,0.99530040257649,0.915563156987451,5.00644132200978,-7.14461089888376
car,auc,0.02951337545369,0.94154254836073,0.0915288053427753,0.996890506015591,0.935714602751565,6.68290924702172,-2.21153202124233
christine,auc,0.262460865828621,0.737533141998087,0.535706164159468,0.810155796514915,0.475649932695089,0.130817525493897,-7.04209703134675
churn,auc,0.0534,0.839488516724023,0.174449888401975,0.927464079320614,0.765524195290961,4.48605534160271,-4.30965930092208
climate-model-simulation-crashes,auc,0.0462962962962963,0.7595,0.131235735786522,0.954122448979592,0.656950355589487,7.3227173996452,-7.99775943369086
cmc,auc,0.455488141202427,0.507948238071578,0.935780105760257,0.745674409952417,0.283284469377396,5.09545269772556,-6.2013100511722
cnae-9,auc,0.102777777777778,0.897222222222222,0.356806482503023,0.995061728395062,0.885642477962751,6.12798641396248,-7.14268437887035
credit-approval,auc,0.143478260869565,0.86376126420269,0.383168006669127,0.933419964302817,0.724939759702709,3.09580426371336,-8.34611240170099
credit-g,auc,0.228,0.680952380952381,0.490487134776622,0.800047619047619,0.418474900054892,4.38073984089078,-6.29725871665743
cylinder-bands,auc,0.166666666666667,0.825625757044498,0.425321832012855,0.886528990819839,0.660243163974413,1.3333488529946,-3.0399854618723
diabetes,auc,0.221394395078606,0.732102564102564,0.474640092248975,0.840336182336182,0.496669925733748,0.103297779621156,-3.33040502501212
dilbert,auc,0.0111,0.988926668399824,0.0332980249251466,0.999847809876622,0.986135840046188,2.77207626209356,-7.1511217434302
dna,auc,0.0360955028489186,0.962323648661632,0.118042027683976,0.995905694545558,0.941666514224421,0.0859567961472338,-6.32897167614866
dresses-sales,auc,0.418,0.554926108374384,0.692661635996975,0.602298850574713,0.118905257768308,-7.37033342974894,-2.26926119625001
electricity,auc,0.141132378633959,0.852405581290241,0.341537618678909,0.926921443268979,0.709989234209856,4.66218389652226,-0.195787156454723
eucalyptus,auc,0.297574972232507,0.664911976911977,0.757981004764439,0.93262740626377,0.620539086762433,7.03386848705808,-6.95855530133391
fabert,auc,0.303510127523033,0.671089116311988,0.837514797171339,0.940948620995788,0.636462275266301,1.84034523826761,-7.76068302127108
first-order-theorem-proving,auc,0.41402206818352,0.434704365902409,1.20712648975256,0.837187412443248,0.422904877963507,6.55950311296413,-1.3239639357699
har,auc,0.0106809325672016,0.989744916840523,0.0313248755780093,0.999833570693247,0.98716002756581,5.73817737206158,-5.87684459911063
ilpd,auc,0.300087668030392,0.506358244517319,0.552652017223209,0.694267737582838,0.0362674700824972,7.98232676488363,-5.35757452085994
jasmine,auc,0.202436533411147,0.797577181208054,0.441869099803199,0.860195456661111,0.603329750753439,3.57601431770148,-8.24477452452381
jm1,auc,0.18778198090531,0.531313931087007,0.448332846310168,0.728548797246576,0.164996595883403,0.3247470611669,4.02435292451532
jungle_chess_2pcs_raw_endgame_complete,auc,0.138378832097962,0.810440527677298,0.269670661404489,0.973426129733736,0.757959140236883,8.38120017569008,-1.66402193731324
kc1,auc,0.156472579553148,0.519157834187395,0.356260584689609,0.830657310266053,0.112291419913186,0.256425874407243,3.05049891278991
kc2,auc,0.162772133526851,0.673201879421392,0.389950056969529,0.847823355506282,0.438562888631594,-2.16364924602748,-8.93666180386777
kr-vs-kp,auc,0.00500587774294671,0.99501565753941,0.0170496618553555,0.99981135960017,0.99002112254333,5.90761437396616,-4.87049414041085
madelon,auc,0.399230769230769,0.600769230769231,0.681998348961121,0.644958579881657,0.201900828772962,8.45366581986491,-4.64910451744955
mfeat-factors,auc,0.0195,0.9805,0.0971569258784785,0.99985,0.978425571818154,3.62299345861967,-5.70429539199116
mfeat-fourier,auc,0.157,0.843,0.409159665950738,0.988361111111111,0.826259424008671,6.80179975874597,-5.68922619111537
mfeat-karhunen,auc,0.022,0.978,0.113589479352406,0.999838888888889,0.975653119242087,5.29828238924117,-3.99499591297529
mfeat-morphological,auc,0.239,0.761,0.611150929223881,0.977738888888889,0.736154483528702,5.69595879318223,-1.49255952003316
mfeat-pixel,auc,0.0195,0.9805,0.0955791381257811,0.999888888888889,0.978425681004513,6.647087014441,-5.66899165907303
mfeat-zernike,auc,0.1065,0.8935,0.324795410030463,0.994622222222222,0.88200524810187,1.68344500967345,-2.46320372407017
nomao,auc,0.0360944716114899,0.95601872753767,0.0973790288438855,0.992364453436954,0.911638329813621,4.08836447120548,-6.04607636862246
optdigits,auc,0.0113879003558719,0.988626464279822,0.0521641714697895,0.999937914961478,0.987377699112485,5.71688543771549,-3.91764658533934
ozone-level-8hr,auc,0.0552519373813451,0.632444686735454,0.144345638940079,0.923840659681594,0.395221416296044,-3.24679871704773,-6.44907251695911
pc1,auc,0.0613185913185913,0.592627760588926,0.202577582800639,0.845314333724528,0.313670814908083,3.06551503854115,1.09478258430061
pc3,auc,0.0991670749632533,0.540540780141844,0.294742892163341,0.816125728216819,0.203210747557437,3.47770240455903,0.176218553175207
pc4,auc,0.0932971185640057,0.682753778594771,0.224498104837856,0.920703125,0.476615122020869,3.57027712619289,-3.69967097741234
pendigits,auc,0.00409355612540326,0.995863812525572,0.01806316637445,0.999976099912346,0.995454515858592,0.925720191986286,-1.94971988161673
phoneme,auc,0.108437050729102,0.843104101996685,0.280913505118668,0.947810778357026,0.730488534163154,0.171675416868847,3.14570831791801
qsar-biodeg,auc,0.116603773584906,0.861723602484472,0.297951113186374,0.937979000295771,0.736179593699787,2.33215623210326,-3.40656562854725
satimage,auc,0.0735614307931571,0.910117196364771,0.20795123005726,0.993639911612821,0.909334964106171,1.72519774979289,-1.34034160680532
segment,auc,0.0701298701298701,0.92987012987013,0.220168664429653,0.995207486116577,0.918950114955116,8.18254778597784,-3.12279132833599
semeion,auc,0.0407940251572327,0.959105392156863,0.155157733329856,0.999510620915033,0.954941339051646,3.66080969287862,-5.58266316120904
shuttle,auc,0.00129310344827586,0.776626301983674,0.00452750435833117,0.999807539077549,0.99635898285023,1.85405944729682,-1.86775206600868
sick,auc,0.0336687578066888,0.782097115980086,0.0912773045545528,0.970231785167733,0.667470097147805,5.07285596451735,-4.47028199787442
spambase,auc,0.0625936055833255,0.931566363650919,0.176316803675735,0.979875718344989,0.868711598982238,2.31322715083569,-4.16290619551916
splice,auc,0.0347962382445141,0.961368911508417,0.118141327808352,0.996000891238685,0.943539901995886,4.55389901950841,-4.47669311265348
steel-plates-fault,auc,0.234932593180016,0.77216475526319,0.610896454890488,0.971718082374947,0.696322311038482,3.47987626730513,-4.31036192979325
sylvine,auc,0.0651825962475634,0.934814263132296,0.18043248004234,0.975961078094601,0.870966555429036,6.32131117079307,-5.58411241876574
tic-tac-toe,auc,0.0292324561403509,0.968493555780083,0.0858982544537793,0.995367198687882,0.936296203589775,8.97711548088411,-2.25204222444577
vehicle,auc,0.137240896358543,0.863986386420597,0.331258204581479,0.973411600709106,0.818924581499026,8.87065698860089,-5.14140619134785
wall-robot-navigation,auc,0.0696511745135598,0.918957075090554,0.200194400273898,0.99309191953309,0.894765084161325,3.55915576673752,-3.65697292965221
wdbc,auc,0.0263157894736842,0.968647186147186,0.0753600735984216,0.996435786435786,0.944719983113494,4.06008917144848,-5.64810734597245
wilt,auc,0.0130173844600722,0.928177041217996,0.036117678499299,0.994875246109086,0.871281802868102,4.0266027522397,-3.73770377962399
APSFailure,mcc,0.007,0.86217279629676,0.0259204548787913,0.968002214247455,0.789024101322372,0.791536060947133,-6.78709562466026
Amazon_employee_access,mcc,0.0541669880318034,0.614284595527538,0.195414775060444,0.663795534907921,0.348778131639724,7.83151811184152,6.0263492133264
Australian,mcc,0.127536231884058,0.876858647860346,0.336384157959915,0.933134531946077,0.750237335368282,2.79318954664261,-5.34367913660132
Bioresponse,mcc,0.209278723404255,0.789464947827216,0.476739169693913,0.854365629689084,0.579131349461657,1.05601586998883,-6.69148597948176
GesturePhaseSegmentationProcessed,mcc,0.410109972148046,0.492810670543143,1.09881432987136,0.861219003320888,0.45733440810629,2.71851592153049,-1.31615064696686
Internet-Advertisements,mcc,0.0243967703438502,0.926567478672012,0.113938798317469,0.950371312570665,0.895941751501395,-1.00642948166302,-7.46442472693993
KDDCup09_appetency,mcc,0.0178,0.5,0.0893489430112594,0.5,0,-1.60355688725852,4.03159929353057
MiceProtein,mcc,0.000925925925925926,0.999166666666667,0.0460345414942135,0.999982993197279,0.998950362958603,7.27759997111833,-6.40841679570306
PhishingWebsites,mcc,0.0270460589299011,0.972087573871658,0.121122913390635,0.986075920351156,0.945233095113974,8.7255646006287,-2.89389587915988
adult,mcc,0.144711484537482,0.755384338415102,0.360999048255278,0.879171854062729,0.573208395980649,3.20934599270853,-3.23802269051865
analcatdata_authorship,mcc,0.00236694677871148,0.998385416666667,0.0269509475829552,1,0.99658854971477,8.82336542712728,-6.43871784965858
analcatdata_dmft,mcc,0.751487341772152,0.240776098901099,1.75226351789388,0.611811159638083,0.095634827690706,-1.52690897722288,-2.79763041415341
balance-scale,mcc,0,1,0.0676562929381876,1,1,8.55756809406026,-4.05400171842899
bank-marketing,mcc,0.0982283326490237,0.651844758860716,0.266186040352007,0.873369901546475,0.419386449828792,0.51129896581483,-2.68861391960035
banknote-authentication,mcc,0,1,0.00384907496711094,1,1,5.64141182268083,-2.20324644549137
blood-transfusion-service-center,mcc,0.212558558558559,0.611429308565532,0.502603486065977,0.685695447769751,0.313275141261363,-6.36007203075777,-0.526842381670185
breast-w,mcc,0.0300414078674948,0.972095410628019,0.12659803165856,0.993833977455717,0.935987208564958,-8.05278773569898,-9.041997077905
car,mcc,0.0144575883855357,0.962808104973177,0.0457021087332642,0.998729959187922,0.968662492285989,8.66638022686704,-2.50483299536652
christine,mcc,0.260057226265424,0.739935766024327,0.54182698585789,0.805493686794187,0.480479643169138,0.654859041702069,-7.44608134200244
churn,mcc,0.0518,0.849256709007774,0.174915386726132,0.925818522126416,0.773808554473579,2.43442690620287,-3.56207849268551
climate-model-simulation-crashes,mcc,0.037037037037037,0.812,0.128985477152988,0.94730612244898,0.729538485146437,-0.225186233515692,-8.25375734031597
cmc,mcc,0.446672182386468,0.514941762854476,0.947172012741348,0.739891708609851,0.2966847788294,5.88024564451449,-5.86680767060023
cnae-9,mcc,0.248148148148148,0.751851851851852,0.881384477685675,0.9890625,0.737760551765198,0.586081179543791,-4.93218816875665
credit-approval,mcc,0.136231884057971,0.868470898088895,0.354430971766837,0.921536720212442,0.733671009095651,7.79677502392335,-8.15690672688625
credit-g,mcc,0.231,0.695952380952381,0.501388130523311,0.790714285714286,0.42309852880849,-5.94629582496673,-6.25976818567395
cylinder-bands,mcc,0.153703703703704,0.840330549534617,0.433816260590492,0.8774143742828,0.685952653021383,6.45932394188401,-3.02404030056301
diabetes,mcc,0.21877990430622,0.73680056980057,0.475841770419702,0.83539886039886,0.503847434964228,-1.65105596101778,-3.00348495459001
dilbert,mcc,0.0104,0.989630927195084,0.0333635147643733,0.999847085463516,0.987010256918652,2.72332177434229,-7.12397138326879
dna,mcc,0.0342126535360107,0.963525205858751,0.117828979264185,0.995876148244611,0.944626395956589,0.197239549196561,-6.09891643578407
dresses-sales,mcc,0.408,0.570114942528736,0.764166692569121,0.598686371100164,0.147322388388537,-1.92845505697204,-4.02988652074678
electricity,mcc,0.139499204557873,0.854799274430724,0.343631093383467,0.924965233103527,0.713553969812802,2.97222239811135,0.413122243056312
eucalyptus,mcc,0.2880970011107,0.674274614274614,0.768979466544109,0.930293058793059,0.632249992311744,7.68861193864443,-7.35041160506069
fabert,mcc,0.300841256827378,0.672058085982676,0.845047312064548,0.938835067615378,0.639597163984279,0.890034172348782,-7.55898474129957
first-order-theorem-proving,mcc,0.406014195094295,0.453322047167417,1.18580229368491,0.834769226151452,0.438670844961725,4.57195475228194,-1.82528432783349
har,mcc,0.0097095870248238,0.990906214646635,0.0286354069593374,0.999810596993307,0.988326454106634,3.37721800969593,-6.57734833799919
ilpd,mcc,0.288077147866745,0.527594665915147,0.579859017778848,0.643823657511785,0.1213708523534,3.89970970726274,1.49243106532214
jasmine,mcc,0.205437588381854,0.794579418344519,0.439537532688052,0.857851718391063,0.597074118060288,0.973962452246565,-6.18875034511907
jm1,mcc,0.180616239264301,0.564633938447864,0.460840759922893,0.64191181650457,0.246641578670658,-0.0872456917720372,-2.01821288595738
jungle_chess_2pcs_raw_endgame_complete,mcc,0.136906140767289,0.812654062780143,0.278178792863475,0.971632349703568,0.760723485408161,8.59312101200762,-2.3884975161927
kc1,mcc,0.143676371022343,0.558873743872724,0.393087185688561,0.74556183222914,0.250448459508084,-2.31777307063747,-9.20000745368225
kc2,mcc,0.147496371552975,0.682812796959138,0.392873212641222,0.840083940449794,0.486015299799304,-0.562827723565699,-7.22158089056282
kr-vs-kp,mcc,0.00344239811912226,0.99654005971545,0.0186681670591584,0.99962638600601,0.993123117768697,5.88596425651282,-5.58641807079891
madelon,mcc,0.408461538461539,0.591538461538462,0.688558676111573,0.633130177514793,0.193109477255131,-1.82736235513247,-6.21821008007795
mfeat-factors,mcc,0.0165,0.9835,0.0987051397128988,0.999838888888889,0.981745476415076,3.46055440009355,-6.13971387083936
mfeat-fourier,mcc,0.1485,0.8515,0.394968753687617,0.987961111111111,0.835600080525933,3.19830145172233,-5.11183831180185
mfeat-karhunen,mcc,0.02,0.98,0.114786948403374,0.999833333333333,0.977875556872891,0.496516649390081,-4.30847141744545
mfeat-morphological,mcc,0.222,0.778,0.621919133633581,0.976311111111111,0.754384217284803,1.26387613117695,0.837449877965201
mfeat-pixel,mcc,0.0175,0.9825,0.107991731458313,0.9998,0.980636808364145,1.63653901163803,-4.3322453633497
mfeat-zernike,mcc,0.098,0.902,0.30486243111757,0.994083333333333,0.891452539304718,3.33647656192759,-3.28975472063545
nomao,mcc,0.0354562354641153,0.956374377283216,0.0986138655177742,0.992058455507509,0.913123080398899,3.37900621464808,-5.28293550789149
optdigits,mcc,0.0110320284697509,0.988974208640724,0.0514839593808001,0.999932270649088,0.987769260437459,2.5663912961438,-4.39140922330766
ozone-level-8hr,mcc,0.0497230089321839,0.676196459596497,0.153766755883151,0.897681208559373,0.478238087391933,-2.83637199122842,-4.27967701938133
pc1,mcc,0.0577149877149877,0.61186319748213,0.201732988641215,0.833010375546784,0.36952452998127,1.42320735916511,0.688459292577986
pc3,mcc,0.0959701126898579,0.536785714285714,0.31345957963064,0.593632693768997,0.216111386917659,0.149546484806257,6.9347916435118
pc4,mcc,0.0829948039678791,0.689103349673203,0.24449726172101,0.912459150326797,0.537719539466259,6.18504516531258,-6.208346774775
pendigits,mcc,0.00291107618496154,0.997061754057005,0.0180041001259374,0.999968500573108,0.996767799606066,2.19891981477711,-2.3674783429534
phoneme,mcc,0.0951105634284932,0.87243949210419,0.266148534629985,0.942372797748813,0.766179662809586,0.359496072183194,2.22191586163355
qsar-biodeg,mcc,0.11088948787062,0.866723602484472,0.311569689438657,0.935118242466068,0.749327106487157,4.08409560569834,-3.71592503809101
satimage,mcc,0.0707620528771384,0.912480725399043,0.207137888955935,0.993504130323833,0.912842034198807,1.79892901373791,-1.7043614637828
segment,mcc,0.0670995670995671,0.932900432900433,0.218752432856058,0.995093795093795,0.922433498210306,9.10073646553347,-3.41769447642019
semeion,mcc,0.0458176100628931,0.954100490196078,0.176907235707932,0.999228077342048,0.949390898105593,-0.0842680075297304,-5.97359653707011
shuttle,mcc,0.001,0.808730323931698,0.00497646862157399,0.998820874170976,0.997185267452034,8.68681950665655,-2.45780388019772
sick,mcc,0.0278360209394692,0.811176273435257,0.0924328367530492,0.960556855832448,0.732250520505419,2.77865019634361,-1.76987940045262
spambase,mcc,0.0578119400169763,0.936865067729287,0.187431669343479,0.977024114774506,0.878745217315603,4.07061464843875,-5.29431107038787
splice,mcc,0.0335423197492163,0.963337089529226,0.119365806257158,0.995805897036822,0.945592165136097,9.15662349946798,-4.28737464086847
steel-plates-fault,mcc,0.217935500925192,0.783144392346163,0.612140673750126,0.967172943716744,0.717990487074258,1.79353468967841,-2.18816450426968
sylvine,mcc,0.0638165509259259,0.936181450632296,0.185658036256687,0.975358480609345,0.873875284764326,5.43182391883892,-5.71556621528618
tic-tac-toe,mcc,0.0167105263157895,0.98015010500779,0.095392614898649,0.9932741848776,0.963570975711054,7.97941886655999,-3.04190829965152
vehicle,mcc,0.13249299719888,0.868770790612896,0.33445517342307,0.972232548280053,0.825538439269649,7.54447084561587,-4.62330579950464
wall-robot-navigation,mcc,0.0661659441475955,0.923649994817622,0.205783126376422,0.991969832441587,0.900021753776442,3.60132132624799,-2.85189195538429
wdbc,mcc,0.0192982456140351,0.97711038961039,0.0789858878183373,0.995122655122655,0.958991544522181,0.763446245948098,-5.62000732390857
wilt,mcc,0.0111578803278408,0.936343975367462,0.0346385202219933,0.99452437553567,0.889407154466625,2.99014294050095,-2.87298807575973
